ID,TrophicSpecies,FunctionalGroup,TotalDegree,NumPrey,NumPred,Between,Close,TL,Omn,meanTrophicSimil,TopRole,Habitat
184,Primnoella_scotiae,Coral,13,9,4,20.736111111111107,0.0010482180293501049,2.778,0.395,0.05206071001087138,modspe,NA
185,Primnoisis_antarctica,Coral,14,11,3,19,0.0010449320794148381,2.636,0.413,0.0709093973386984,modspe,NA
186,Chaetopterus_antarcticus,Polychaeta,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,Benthic
187,Cheiraster_(Luidiaster)_gerlachei,Echinodermata,4,4,0,0,9.823182711198428e-4,3.469,0.847,0.06858338872019064,modspe,Benthic
188,Ophiacantha_sp,Echinodermata,4,1,3,2,8.756567425569177e-4,3,0,0.01579931664833767,modspe,Benthic
189,Ophiacantha_vivipara,Echinodermata,7,6,1,26.990476190476194,8.726003490401396e-4,3.441,0.052,0.025348344674810834,modspe,Benthic
190,Cirratulidae,Polychaeta,5,2,3,2.5386952177847473,0.001075268817204301,2.5,0.25,0.0837309916506333,modspe,Benthic
191,Cladodactyla_crocea,Echinodermata,3,3,0,0,8.424599831508003e-4,2,0,0.07842194279608532,modspe,Benthic
192,Clathria_spp,Porifera,2,1,1,0,9.551098376313276e-4,2,0,0.12109833075272128,modspe,Benthic
193,Clavularia_sp,Coral,6,4,2,6.283333333333333,9.70873786407767e-4,2.25,0.188,0.07007843430858086,modspe,NA
194,Cnemidocarpa_spp,Ascidiacea,12,10,2,3.184523809523809,0.0010660980810234541,2.1,0.09,0.09311997847809507,modspe,Benthic
195,Eggs_Fish,Zooplankton,9,0,9,0,9.45179584120983e-4,1,0,0.03601257028498963,modspe,Pelagic
196,Sabellidae,Polychaeta,8,6,2,193.51130952380956,0.001076426264800861,2.252,0.317,0.09857986956783586,modcon,Benthic
197,Copepodite,Zooplankton,10,9,1,13.956183650182366,8.539709649871904e-4,2.778,0.395,0.036004313438898934,modspe,Pelagic
198,Coperonus_comptus,Isopoda,2,2,0,0,9.794319294809011e-4,2.5,0.25,0.12712832546633368,modspe,NA
199,Cosmasterias_lurida,Echinodermata,12,12,0,0,8.525149190110827e-4,3.321,0.44,0.011527823605485158,modspe,Benthic
200,Pseudechinus_magellanicus,Echinodermata,9,4,5,100.99588744588745,9.442870632672333e-4,2.5,0.25,0.021146877643780534,modspe,Benthic
201,Schizasteridae,Echinodermata,5,1,4,1.3095238095238093,0.001001001001001001,2,0,0.06670961015271057,modspe,Benthic
202,Sterechinus_agassizii,Echinodermata,6,2,4,57.45378787878788,9.000900090009e-4,3.188,0.009,0.015763229775815724,modspe,Benthic
203,Leptochiton_kerguelensis,Polyplacophora,3,2,1,0.6190476190476191,9.99000999000999e-4,2.5,0.25,0.0939703199563907,modspe,Benthic
204,Leptochiton_medinae,Polyplacophora,3,2,1,0.6190476190476191,9.99000999000999e-4,2.5,0.25,0.0939703199563907,modspe,Benthic
205,Nuttallochiton_hyadesi,Polyplacophora,3,2,1,0.6190476190476191,9.99000999000999e-4,2.5,0.25,0.0939703199563907,modspe,Benthic
206,Nuttallochiton_martiali,Polyplacophora,3,2,1,0.6190476190476191,9.99000999000999e-4,2.5,0.25,0.0939703199563907,modspe,Benthic
207,Agonopsis_chiloensis,Fish_BenPel,4,0,4,0,7.974481658692185e-4,1,0,0.01623477852935363,modspe,Benthopelagic
208,Cottunculus_granulosus,Fish_Demersal,10,10,0,0,9.871668311944718e-4,3.866,0.688,0.03230156329920105,modspe,Demersal
209,Tetractinellida,Porifera,6,6,0,0,9.033423667570009e-4,2.167,0.139,0.032543413935619936,modspe,Benthic
210,Cryosignum_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
211,Pseudosagitta_gazellae,Zooplankton,29,13,16,700.3890647844415,0.0011560693641618498,2.836,0.671,0.055818422506004925,modcon,Pelagic
212,Ctenodiscus_australis,Echinodermata,2,1,1,1,9.372071227741331e-4,2,0,0.11009791768181042,modspe,Benthic
213,Cumella_argentinae,Cumacea,2,1,1,1.472990897990898,8.635578583765112e-4,2,0,0.030909889796664296,modspe,NA
214,Cyclochlamys_argentina,Bivalvia,7,4,3,3.3916666666666666,8.756567425569177e-4,2,0,0.06335420617647286,modspe,NA
215,Cystodytes_antarcticus,Ascidiacea,10,10,0,0,0.0010526315789473684,2.1,0.09,0.10180502762578193,modspe,Benthic
216,Dactylanthus_antarcticus,Cnidaria_benthic,4,3,1,5.494047619047619,8.635578583765112e-4,3.726,0.001,0.017381821805555798,modspe,NA
217,Thouarella_spp,Coral,14,10,4,54.228570378393364,0.0010976948408342481,2.7,0.41,0.056537264449205815,modspe,NA
218,Daption_capense,SeaBirds,11,11,0,0,9.775171065493646e-4,3.554,0.513,0.035158199626036585,modspe,Land-based
219,Tulpa_tulipifera,Cnidaria_benthic,3,1,2,0.6666666666666666,9.84251968503937e-4,2,0,0.08616508995324325,modcon,NA
220,Obelia_spp,Zooplankton,3,1,2,0.6666666666666666,9.84251968503937e-4,2,0,0.08616508995324325,modcon,Pelagic
221,Desmosoma_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
222,Diastylis_granulata,Cumacea,5,4,1,0.41021979453025137,0.0010799136069114472,2,0,0.13454703242557267,modspe,NA
223,Diastylis_hammoniae,Cumacea,5,4,1,0.41021979453025137,0.0010799136069114472,2,0,0.13454703242557267,modspe,NA
224,Diastylis_planifrons,Cumacea,5,4,1,0.41021979453025137,0.0010799136069114472,2,0,0.13454703242557267,modspe,NA
225,Didemnum_studeri,Ascidiacea,12,10,2,3.184523809523809,0.0010660980810234541,2.1,0.09,0.09311997847809507,modspe,Benthic
226,Diomedea_sp,SeaBirds,6,6,0,0,9.033423667570009e-4,3.957,0.996,0.045643578379519,modspe,Land-based
227,Diplodontias_singularis,Echinodermata,1,1,0,0,7.27802037845706e-4,2,0,0.023975801734609746,modspe,Benthic
228,Diplopteraster_clarki,Echinodermata,4,4,0,0,7.674597083653108e-4,4.067,0.424,0.006294258830420922,modspe,Benthic
229,Idanthyrsus_macropaleus,Polychaeta,1,0,1,0,7.836990595611285e-4,1,0,0.018195465782254873,modspe,Benthic
230,Pogonolycus_elegans,Fish_BenPel,3,0,3,0,7.955449482895784e-4,1,0,0.026972767826910885,modspe,Benthopelagic
231,Melanostigma_gelatinosum,Fish_Demersal,6,3,3,1.4000053161361161,8.833922261484099e-4,3.929,0.168,0.040592673238549065,modspe,Demersal
232,Echinozone_sp,Isopoda,2,2,0,0,9.794319294809011e-4,2.5,0.25,0.12712832546633368,modspe,NA
233,Ekleptostylis_heardi,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
234,Ekleptostylis_vemae,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
235,Brachiopoda_spp,Brachiopoda,24,2,22,32.94760146054301,0.0011904761904761906,2,0,0.04606937986664187,modcon,Benthic
236,Eurypodius_longirostris,Decapoda,3,1,2,0.14285714285714285,8.9126559714795e-4,3,0,0.025192497826161914,modspe,NA
237,Paralomis_granulosa,Decapoda,10,8,2,86.28490233244602,9.92063492063492e-4,2.563,0.34,0.02890947271333809,modcon,NA
238,Paralomis_spinosissima,Decapoda,2,1,1,0,8.673026886383347e-4,3,0,0.016770967972495793,modspe,NA
239,Eubalaena_australis,MarineMammals_1,8,8,0,0,9.208103130755065e-4,3.477,0.045,0.03681794413091578,modspe,Pelagic
240,Eudorella_sp,Cumacea,6,4,2,1.0211696519330649,0.0011148272017837235,2,0,0.1322316862056553,modcon,NA
241,Eudyptes_chrysocome,SeaBirds,6,6,0,0,8.968609865470852e-4,4.188,0.169,0.03832021557743256,modspe,Land-based
242,Larvae_Fish,Zooplankton,16,7,9,246.96482634917373,9.615384615384616e-4,2.907,0.511,0.026824266523205305,modspe,Pelagic
243,Eukrohnia_hamata,Zooplankton,7,1,6,9.885470085470086,9.950248756218905e-4,3.907,0,0.04152694188140691,modspe,Pelagic
244,Eunice_pennata,Polychaeta,3,2,1,0.2886952177847476,0.0010515247108307045,2.5,0.25,0.11621002598824637,modspe,Benthic
245,Eurypodius_sp,Decapoda,2,1,1,0.14285714285714285,8.613264427217916e-4,3,0,0.021975833432044577,modspe,NA
246,Falsilunatia_carcellesi,Gastropoda,2,2,0,0,8.285004142502071e-4,3,0,0.012267520451949083,modspe,Benthic
247,Flabellum_spp,Coral,2,1,1,0.35772718312635526,9.910802775024777e-4,2,0,0.11114540529057157,modspe,NA
248,Fuegotrophon_pallidus,Gastropoda,11,11,0,0,8.741258741258741e-4,2.571,0.278,0.012888677658969344,modspe,Benthic
249,Hiatella_sp,Bivalvia,7,4,3,3.3916666666666666,8.756567425569177e-4,2,0,0.06335420617647286,modspe,NA
250,Calliostoma_spp,Gastropoda,4,0,4,0,7.6103500761035e-4,1,0,0.01736307275540703,modspe,Benthic
251,Colpospirella_algida,Gastropoda,3,0,3,0,7.183908045977011e-4,1,0,0.01844034007622398,modspe,Benthic
252,Epitonium_sp,Gastropoda,3,0,3,0,7.183908045977011e-4,1,0,0.01844034007622398,modspe,Benthic
253,Pellilitorina_pellita,Gastropoda,3,0,3,0,7.183908045977011e-4,1,0,0.01844034007622398,modspe,Benthic
254,Fulmarus_glacialoides,SeaBirds,6,6,0,0,9.090909090909091e-4,3.9,0.916,0.05150854253190573,modspe,Land-based
255,Psolus_antarcticus,Echinodermata,3,2,1,0.525,0.001006036217303823,2,0,0.10818249109245846,modcon,Benthic
256,Psolus_patagonicus,Echinodermata,3,2,1,0.525,0.001006036217303823,2,0,0.10818249109245846,modcon,Benthic
257,Psolus_segregatus,Echinodermata,3,2,1,0.525,0.001006036217303823,2,0,0.10818249109245846,modcon,Benthic
258,Mancopsetta_maculata,Fish_Demersal,5,3,2,5.912012987012988,9.225092250922509e-4,2.931,0.438,0.017517807124783777,modspe,Demersal
259,Glabraster_antarctica,Echinodermata,4,4,0,0,0.001017293997965412,2,0,0.13791997397525024,modspe,Benthic
260,Globicephala_melas,MarineMammals_3,9,9,0,0,9.107468123861566e-4,4.421,0.089,0.04457918671356103,modspe,Pelagic
261,Gorgonocephalus_chilensis,Echinodermata,4,2,2,22.999999999999993,9.514747859181732e-4,3.594,0.009,0.02734501795297325,modspe,Benthic
262,Gyrodinium_sp,Dinoflagellates,3,3,0,0,8.424599831508003e-4,2,0,0.07842194279608532,modspe,NA
263,Halichondrida,Porifera,8,7,1,3.333333333333333,8.680555555555555e-4,2.143,0.122,0.0669942561985889,modspe,Benthic
264,Haplocheira_barbimana_robusta,Amphipoda,8,7,1,6.492857142857142,0.001049317943336831,2,0,0.080164874097914,modcon,NA
265,Hemilamprops_chilensis,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
266,Henricia_obesa,Echinodermata,5,5,0,0,9.514747859181732e-4,2.2,0.16,0.08166491812772664,modspe,Benthic
267,Henricia_studeri,Echinodermata,5,5,0,0,9.514747859181732e-4,2.2,0.16,0.08166491812772664,modspe,Benthic
268,Hexactinellida,Porifera,5,4,1,5,8.984725965858042e-4,2.25,0.188,0.02776544722764674,modspe,Benthic
269,Hippasteria_falklandica,Echinodermata,4,4,0,0,7.604562737642585e-4,3.529,0.096,0.01211432041169741,modspe,Benthic
270,Holostylis_uniramosa,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
271,Hormathia_pectinata,Cnidaria_benthic,2,1,1,1.7361111111111112,8.503401360544217e-4,3.778,0,0.015632140126177967,modspe,NA
272,Hyalinoecia_artifex,Polychaeta,1,1,0,0,8.417508417508417e-4,3,0,0.020438688508352457,modspe,Benthic
273,Hyperoodon_planifrons,MarineMammals_3,4,4,0,0,8.071025020177562e-4,4.692,0.027,0.03705523543643614,modspe,Pelagic
274,Ianiropsis_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
275,Ianthopsis_laevis,Isopoda,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
276,Iathrippa_menziesi,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
277,Iathrippa_multidens,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
278,Iathrippa_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
279,Jassa_alonsoae,Amphipoda,7,3,4,1.8348688131859294,9.80392156862745e-4,2,0,0.07606919340971857,modcon,NA
280,Joeropsis_curvicornis,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
281,Joeropsis_intermedius,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
282,Joeropsis_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
283,Lagenorhynchus_australis,MarineMammals_2,12,12,0,0,9.487666034155598e-4,4.175,0.625,0.03768162711495063,modspe,Benthopelagic
284,Lagenorhynchus_cruciger,MarineMammals_2,2,2,0,0,8.210180623973727e-4,4.462,0,0.02057503722411032,modspe,Benthopelagic
285,Lanice_sp,Polychaeta,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,Benthic
286,Aega_semicarinata,Isopoda,2,0,2,0,7.662835249042146e-4,1,0,0.00974640960873616,modspe,NA
287,Leptychaster_sp,Echinodermata,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,Benthic
288,Leucon_septemdentatus,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
289,Leucothoe_spinicarpa,Amphipoda,2,1,1,0.1615303521451834,0.0010298661174047373,2,0,0.13054177179499973,modspe,NA
290,Limopsis_sp,Bivalvia,7,4,3,6.733333333333334,0.001040582726326743,2,0,0.08601947098325426,modspe,NA
291,Lysasterias_sp,Echinodermata,6,5,1,38.1845238095238,9.970089730807576e-4,3.406,0.781,0.05766952239517092,modspe,Benthic
292,Macronectes_giganteus,SeaBirds,7,7,0,0,9.191176470588235e-4,3.923,0.881,0.05266814636388864,modspe,Land-based
293,Macronectes_halli,SeaBirds,6,6,0,0,9.049773755656109e-4,3.994,0.992,0.05238078659324455,modspe,Land-based
294,Serratosagitta_tasmanica,Zooplankton,6,1,5,3.3854700854700854,9.267840593141798e-4,3.907,0,0.04353603529971628,modspe,Pelagic
295,Salpa_thompsoni,Zooplankton,12,10,2,25.746194368275056,0.001142857142857143,2.59,0.952,0.07479781354626835,modcon,Pelagic
296,Magelona_alleni,Polychaeta,4,4,0,0,0.001017293997965412,2,0,0.13791997397525024,modspe,Benthic
297,Meridiosignum_menziesi,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
298,Meridiosignum_undulatum,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
299,Mesoplodon_bowdoini,MarineMammals_3,2,2,0,0,7.92393026941363e-4,4.78,0.021,0.028445585388086277,modspe,Pelagic
300,Mesoplodon_grayi,MarineMammals_3,3,3,0,0,8.032128514056225e-4,4.676,0.035,0.037575273786434514,modspe,Pelagic
301,Mesoplodon_layardii,MarineMammals_3,4,4,0,0,8.071025020177562e-4,4.692,0.027,0.03705523543643614,modspe,Pelagic
302,Moruloidea_darwinii,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
303,Munna_gallardoi,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
304,Munna_longipoda,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
305,Munna_pallida,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
306,Munnogonium_diplonychia,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
307,Munnogonium_falklandicum,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
308,Neasellus_argentinensis,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
309,Neasellus_bicarinatus,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
310,Neojaera_antarctica,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
311,Nothria_anoculata,Polychaeta,2,2,0,0,9.794319294809011e-4,2.5,0.25,0.12712832546633368,modspe,Benthic
312,Notioceramus_anomalus,Echinodermata,6,5,1,208,9.881422924901185e-4,3.223,0.45,0.06254505122253186,modspe,Benthic
313,Oceanites_sp,SeaBirds,13,13,0,0,9.433962264150943e-4,3.553,0.17,0.04175405918357472,modspe,Land-based
314,Odontaster_penicillatus,Echinodermata,7,7,0,0,8.47457627118644e-4,2.943,0.148,0.015017674005778662,modspe,Benthic
315,Pyura_spp,Ascidiacea,12,10,2,3.184523809523809,0.0010660980810234541,2.1,0.09,0.09311997847809507,modspe,Benthic
316,Sycozoa_sigillinoides,Ascidiacea,12,10,2,3.184523809523809,0.0010660980810234541,2.1,0.09,0.09311997847809507,modspe,Benthic
317,Odontaster_sp,Echinodermata,12,11,1,307.5,0.0010471204188481676,2.979,0.279,0.04565895797838046,modspe,Benthic
318,Pteraster_affinis,Echinodermata,3,1,2,1,8.298755186721991e-4,3,0,0.013143480589360514,modspe,Benthic
319,Odontasteridae,Echinodermata,1,1,0,0,7.27802037845706e-4,2,0,0.023975801734609746,modspe,Benthic
320,Oenonidae,Polychaeta,1,1,0,0,0.00077399380804953565,3.51,0,0.007668507679818832,modspe,Benthic
321,Ophiactis_sp,Echinodermata,3,2,1,0,9.319664492078285e-4,1.5,0.625,0.10894237430990814,modspe,Benthic
322,Ophiocten_amitinum,Echinodermata,3,3,0,0,8.424599831508003e-4,2,0,0.07842194279608532,modspe,Benthic
323,Ophiolimna_antarctica,Echinodermata,4,4,0,0,9.354536950420954e-4,2.25,0.188,0.08093546470706421,modspe,Benthic
324,Ophioplinthus_confragosa,Echinodermata,1,1,0,0,6.993006993006993e-4,2,0,0.008146052819836718,modspe,Benthic
325,Ophioplinthus_inornata,Echinodermata,1,1,0,0,6.993006993006993e-4,2,0,0.008146052819836718,modspe,Benthic
326,Ornatoscalpellum_gibberum,Benthos_Misc,3,3,0,0,8.424599831508003e-4,2,0,0.07842194279608532,modspe,Benthic
327,Otaria_flavescens,MarineMammals_2,24,24,0,0,9.891196834817012e-4,4.227,0.86,0.04383535282599291,modspe,Land-based
328,Pachyptila_sp,SeaBirds,14,14,0,0,9.624639076034649e-4,3.606,0.195,0.040640258701982644,modspe,Land-based
329,Parabuccinum_politum,Gastropoda,1,1,0,0,7.27802037845706e-4,2,0,0.023975801734609746,modspe,Benthic
330,Margarella_spp,Gastropoda,2,0,2,0,7.980845969672786e-4,1,0,0.008807760770016231,modspe,Benthic
331,Paramunna_integra,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
332,Paraonidae,Polychaeta,6,6,0,0,0.0010526315789473684,2.167,0.139,0.1258671578138425,modspe,Benthic
333,Parborlasia_corrugatus,Benthos_Misc,22,21,1,1274.0859350022424,0.0011198208286674132,3.238,0.577,0.030527511639089795,modspe,Benthic
334,Isosicyonis_alba,Cnidaria_benthic,2,0,2,0,8.424599831508003e-4,1,0,0.024456773876278513,modspe,NA
335,Diplasterias_brucei,Echinodermata,1,0,1,0,7.874015748031496e-4,1,0,0.01577173085593076,modspe,Benthic
336,Perknaster_sp,Echinodermata,2,1,1,0,8.285004142502071e-4,3.083,0,0.016256504333144756,modspe,Benthic
337,Latrunculia_sp,Porifera,2,0,2,0,8.058017727639e-4,1,0,0.013178523645731065,modspe,Benthic
338,Tedania_sp,Porifera,2,1,1,0,9.551098376313276e-4,2,0,0.12109833075272128,modspe,Benthic
339,Platytyphlops_sarahae,Cumacea,2,1,1,0.1331038199352852,0.0010298661174047373,2,0,0.1347509569477915,modspe,NA
340,Phoxocephalus_sp,Amphipoda,2,1,1,0.1615303521451834,0.0010298661174047373,2,0,0.13054177179499973,modspe,NA
341,Ophiura_lymani,Echinodermata,1,0,1,0,8.216926869350862e-4,1,0,0.02573645570474349,modspe,Benthic
342,Antarcturidae,Isopoda,1,0,1,0,8.216926869350862e-4,1,0,0.02573645570474349,modspe,NA
343,Pelecanoides_sp,SeaBirds,10,10,0,0,9.345794392523365e-4,3.619,0.12,0.039956858983759364,modspe,Land-based
344,Pentactella_leonina,Echinodermata,4,4,0,0,0.001017293997965412,2,0,0.13791997397525024,modspe,Benthic
345,Pentactella_perrieri,Echinodermata,4,4,0,0,0.001017293997965412,2,0,0.13791997397525024,modspe,Benthic
346,Perknaster_fuscus,Echinodermata,3,3,0,0,9.689922480620155e-4,2.725,0.263,0.08636379279207176,modspe,Benthic
347,Phalacrocorax_atriceps,SeaBirds,7,7,0,0,9.46969696969697e-4,3.954,0.954,0.025785061124607177,modspe,Land-based
348,Pleurosignum_chilense,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
349,Pleurosignum_magnum,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
350,Polycitor_glareosus,Ascidiacea,10,10,0,0,0.0010526315789473684,2.1,0.09,0.10180502762578193,modspe,Benthic
351,Polyclinidae,Ascidiacea,7,7,0,0,0.0010214504596527069,2.143,0.122,0.07221066683857698,modspe,Benthic
352,Potamilla_sp,Polychaeta,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,Benthic
353,Procellaria_aequinoctialis,SeaBirds,8,8,0,0,9.442870632672333e-4,4.06,0.767,0.05647867330053613,modspe,Land-based
354,Prosipho_crassicostatus,Gastropoda,1,1,0,0,7.27802037845706e-4,2,0,0.023975801734609746,modspe,Benthic
355,Protoperidinium_sp,Dinoflagellates,4,4,0,0,8.496176720475786e-4,2.25,0.187,0.07201436017965497,modspe,NA
356,Pseudidothea_miersi,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
357,Rhodalia_miranda,Cnidaria_benthic,3,2,1,0,8.771929824561404e-4,3.403,0.009,0.012627221431775854,modspe,NA
358,Psychrolutes_marmoratus,Fish_Demersal,26,26,0,0,0.0010504201680672268,3.63,0.93,0.020237368313426176,modcon,Demersal
359,Bolocera_kerguelensis,Cnidaria_benthic,1,0,1,0,7.524454477050414e-4,1,0,0.019105045338942594,modspe,NA
360,Paractis_laevis,Cnidaria_benthic,1,0,1,0,7.524454477050414e-4,1,0,0.019105045338942594,modspe,NA
361,Phelliactis_sp,Cnidaria_benthic,1,0,1,0,7.524454477050414e-4,1,0,0.019105045338942594,modspe,NA
362,Pteraster_sp,Echinodermata,3,3,0,0,8.417508417508417e-4,3.176,0.006,0.006871782394656632,modspe,Benthic
363,Quetzogonium_dentatum,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
364,Rectarcturus_kophameli,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
365,Rectarcturus_tuberculatus,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
366,Santia_compacta,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
367,Seba_subantarctica,Amphipoda,1,1,0,0,6.711409395973154e-4,3.25,0,0.003220241777386618,modspe,NA
368,Spheniscus_magellanicus,SeaBirds,8,8,0,0,9.025270758122744e-4,3.638,1.078,0.03789890694163105,modspe,Land-based
369,Sporonana_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
370,Squalus_acanthias,Fish_Chond,3,3,0,0,8.673026886383347e-4,4.443,0.018,0.027778387849357836,modspe,NA
371,Stenothoidae,Amphipoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
372,Tasmacetus_shepherdi,MarineMammals_3,3,3,0,0,8.032128514056225e-4,4.676,0.035,0.037575273786434514,modspe,Pelagic
373,Tectonatica_impervia,Gastropoda,2,2,0,0,8.285004142502071e-4,3,0,0.012267520451949083,modspe,Benthic
374,Thalassarche_chrysostoma,SeaBirds,16,16,0,0,0.0010131712259371835,4.049,0.897,0.04120801488850327,modspe,Land-based
375,Thalassarche_melanophris,SeaBirds,22,22,0,0,0.0010384215991692627,3.839,1.076,0.043337861801642355,modspe,Land-based
376,Tryphosites_chevreuxi,Amphipoda,1,1,0,0,8.210180623973727e-4,4.072,0,0.011072330944934096,modspe,NA
377,Uromunna_nana,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
378,Uromunna_sp,Isopoda,1,1,0,0,9.319664492078285e-4,2,0,0.1800492687249633,modspe,NA
379,Ziphius_cavirostris,MarineMammals_3,4,4,0,0,8.071025020177562e-4,4.692,0.027,0.03705523543643614,modspe,Pelagic
